,Working_Year,Designation,Experience,Experience Level ,Employment_Status,Employment Type ,Salary_In_IDR,Employee_Location,Employee Location,Employee Long,Employee Lat,Company_Location,Company Location ,Company Long ,Company Lat,Company_Size,Company Size ,Remote_Working_Ratio,Remote_Work_Category
155,2021,Data Science Manager,SE,Senior ,FT,Full-time,"2,120,418,960.48",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
156,2021,Data Science Engineer,SE,Senior ,FT,Full-time,"1,873,345,909.66",CA,Canada,-55,-10,CA,Canada,-55,-10,L,Large ,50,Hybrid
157,2021,Data Scientist,MI,Mid ,FT,Full-time,"1,753,159,432.90",SG,Singapore,159,-8,IL,Israel,120,-5,M,Medium ,100,Remote 
158,2021,Applied Machine Learning Scientist,MI,Mid ,FT,Full-time,"6,228,730,788.94",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,50,Hybrid
159,2021,Data Analytics Manager,SE,Senior ,FT,Full-time,"1,767,015,800.40",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
160,2021,Machine Learning Engineer,EN,Entry ,FT,Full-time,"1,840,641,551.28",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,100,Remote 
161,2021,Head of Data,EX,Executive ,FT,Full-time,"3,386,780,284.10",RU,Russian Federation,-56.3333,46.8333,RU,Russian Federation,-56.3333,46.8333,L,Large ,50,Hybrid
162,2021,Head of Data Science,EX,Executive ,FT,Full-time,"1,251,636,284.48",RU,Russian Federation,-56.3333,46.8333,RU,Russian Federation,-56.3333,46.8333,M,Medium ,0,On-site
163,2021,Data Engineer,MI,Mid ,FT,Full-time,"417,737,233.42",MT,Malta,-61.1333,13.8833,MT,Malta,-61.1333,13.8833,L,Large ,50,Hybrid
164,2021,Data Science Consultant,EN,Entry ,FT,Full-time,"939,919,925.06",DE,Germany,-55,-10,DE,Germany,-55,-10,L,Large ,50,Hybrid
165,2021,Director of Data Science,EX,Executive ,FT,Full-time,"1,914,650,006.24",DE,Germany,-55,-10,DE,Germany,-55,-10,M,Medium ,50,Hybrid
166,2021,Data Specialist,SE,Senior ,FT,Full-time,"2,429,646,818.08",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
167,2021,Data Engineer,EN,Entry ,FT,Full-time,"1,178,010,533.60",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
168,2021,Director of Data Science,EX,Executive ,FT,Full-time,"3,681,282,917.50",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,0,On-site
169,2021,BI Data Analyst,EN,Entry ,FT,Full-time,"809,882,334.38",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,50,Hybrid
170,2021,Data Architect,MI,Mid ,FT,Full-time,"2,208,769,750.50",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
171,2021,Data Architect,MI,Mid ,FT,Full-time,"2,503,272,383.90",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
172,2021,Data Engineer,MI,Mid ,FT,Full-time,"1,215,235,722.72",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,L,Large ,100,Remote 
173,2021,Data Analyst,EN,Entry ,FT,Full-time,"883,507,900.20",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,100,Remote 
174,2021,Principal Data Scientist,SE,Senior ,FT,Full-time,"3,460,406,034.98",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
175,2021,Research Scientist,SE,Senior ,FT,Full-time,"894,654,804.24",PT,Portugal,-56.3333,46.8333,PT,Portugal,-56.3333,46.8333,L,Large ,50,Hybrid
176,2021,Data Engineering Manager,SE,Senior ,FT,Full-time,"2,562,172,910.58",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
177,2021,Data Scientist,MI,Mid ,FT,Full-time,"42,099,114.34",MX,Mexico,-61.1333,13.8833,MX,Mexico,-61.1333,13.8833,S,Small,0,On-site
178,2021,Data Scientist,MI,Mid ,FT,Full-time,"589,564,888.24",CL,Chile,-55,-10,CL,Chile,-55,-10,L,Large ,100,Remote 
179,2021,Machine Learning Engineer,EN,Entry ,FT,Full-time,"1,192,735,757.80",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,50,Hybrid
180,2021,Data Scientist,MI,Mid ,FT,Full-time,"83,623,987.50",IN,India,34.75,31.5,US,United States,166.6,19.2833,S,Small,100,Remote 
181,2021,Big Data Engineer,MI,Mid ,FT,Full-time,"332,949,958.76",IN,India,34.75,31.5,IN,India,34.75,31.5,L,Large ,0,On-site
182,2021,Data Scientist,MI,Mid ,FT,Full-time,"1,336,070,094.54",DE,Germany,-55,-10,DE,Germany,-55,-10,L,Large ,50,Hybrid
183,2021,Data Engineer,MI,Mid ,FT,Full-time,"382,927,077.30",RO,Romania,-56.3333,46.8333,US,United States,166.6,19.2833,L,Large ,0,On-site
184,2021,Finance Data Analyst,SE,Senior ,FT,Full-time,"911,426,792.04",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,L,Large ,50,Hybrid
185,2021,Machine Learning Scientist,MI,Mid ,FL,Freelance,"176,701,580.04",PK,Pakistan,-61.1333,13.8833,PK,Pakistan,-61.1333,13.8833,M,Medium ,50,Hybrid
186,2021,Data Engineer,MI,Mid ,FT,Full-time,"58,900,526.68",IR,"Iran, Islamic Republic of",34.75,31.5,IR,"Iran, Islamic Republic of",34.75,31.5,M,Medium ,100,Remote 
187,2021,Data Analytics Engineer,SE,Senior ,FT,Full-time,"736,256,583.50",VN,Viet Nam,-64.8333,18.3333,GB,United Kingdom,11.75,-1,M,Medium ,100,Remote 
188,2021,Data Science Consultant,EX,Executive ,FT,Full-time,"1,026,945,315.36",FR,France,2,46,ES,Spain,30,27,S,Small,100,Remote 
189,2021,Data Engineer,SE,Senior ,FT,Full-time,"1,131,375,968.78",RO,Romania,-56.3333,46.8333,GB,United Kingdom,11.75,-1,S,Small,50,Hybrid
190,2021,Machine Learning Engineer,MI,Mid ,FT,Full-time,"1,089,659,743.58",JP,Japan,36,31,JP,Japan,36,31,S,Small,50,Hybrid
191,2021,Data Science Manager,SE,Senior ,FT,Full-time,"2,238,220,013.84",US,United States,166.6,19.2833,FR,France,2,46,L,Large ,100,Remote 
192,2021,Machine Learning Engineer,EN,Entry ,FT,Full-time,"321,655,746.96",CO,Colombia,-55,-10,CO,Colombia,-55,-10,M,Medium ,50,Hybrid
193,2021,Big Data Engineer,MI,Mid ,FT,Full-time,"265,052,370.06",MD,"Moldova, Republic of",-61.1333,13.8833,MD,"Moldova, Republic of",-61.1333,13.8833,S,Small,0,On-site
194,2021,Data Science Manager,SE,Senior ,FT,Full-time,"2,562,172,910.58",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
195,2021,Research Scientist,SE,Senior ,FT,Full-time,"1,415,276,514.78",CA,Canada,-55,-10,CA,Canada,-55,-10,L,Large ,50,Hybrid
196,2021,Data Scientist,MI,Mid ,FT,Full-time,"2,164,594,448.02",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,50,Hybrid
197,2021,BI Data Analyst,EN,Entry ,FT,Full-time,"136,531,346.08",KE,Kenya,38,1,KE,Kenya,38,1,S,Small,100,Remote 
198,2021,Machine Learning Engineer,SE,Senior ,FT,Full-time,"358,439,197.86",IN,India,34.75,31.5,IN,India,34.75,31.5,L,Large ,100,Remote 
199,2021,Data Science Manager,SE,Senior ,FT,Full-time,"796,541,358.98",IN,India,34.75,31.5,US,United States,166.6,19.2833,L,Large ,50,Hybrid
200,2021,Data Science Consultant,EN,Entry ,FT,Full-time,"1,325,261,850.30",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,100,Remote 
201,2021,Data Scientist,MI,Mid ,FT,Full-time,"905,109,583.88",DE,Germany,-55,-10,AT,Austria,45,40,M,Medium ,50,Hybrid
202,2021,Machine Learning Infrastructure Engineer,SE,Senior ,FT,Full-time,"2,871,400,768.18",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
203,2021,Data Scientist,MI,Mid ,FT,Full-time,"556,978,042.96",ES,Spain,30,27,ES,Spain,30,27,L,Large ,100,Remote 
204,2021,Research Scientist,SE,Senior ,FT,Full-time,"736,256,583.50",FR,France,2,46,US,United States,166.6,19.2833,S,Small,100,Remote 
205,2021,Data Scientist,MI,Mid ,FT,Full-time,"2,356,021,067.20",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
206,2021,Data Scientist,MI,Mid ,FT,Full-time,"189,968,901.56",BR,Brazil,47.5,40.5,BR,Brazil,47.5,40.5,S,Small,0,On-site
207,2021,Machine Learning Engineer,SE,Senior ,FT,Full-time,"2,945,026,334.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
208,2021,Data Engineer,SE,Senior ,FT,Full-time,"2,429,646,818.08",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
209,2021,Data Engineer,MI,Mid ,FL,Freelance,"294,502,633.40",IT,Italy,12.8333,42.8333,US,United States,166.6,19.2833,L,Large ,0,On-site
210,2021,Data Analytics Manager,SE,Senior ,FT,Full-time,"1,767,015,800.40",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,0,On-site
211,2021,Machine Learning Engineer,MI,Mid ,FT,Full-time,"365,521,999.24",SI,Slovenia,159,-8,SI,Slovenia,159,-8,L,Large ,50,Hybrid
212,2021,Research Scientist,MI,Mid ,FT,Full-time,"835,474,466.84",FR,France,2,46,FR,France,2,46,S,Small,50,Hybrid
213,2021,Data Engineer,MI,Mid ,FT,Full-time,"972,182,730.28",HK,Hong Kong,-59,5,GB,United Kingdom,11.75,-1,S,Small,50,Hybrid
214,2021,Big Data Engineer,EN,Entry ,FT,Full-time,"86,613,261.68",IN,India,34.75,31.5,CH,Switzerland,-55,-10,L,Large ,0,On-site
215,2021,Machine Learning Engineer,EN,Entry ,FT,Full-time,"365,521,999.24",DE,Germany,-55,-10,DE,Germany,-55,-10,M,Medium ,50,Hybrid
216,2021,Principal Data Engineer,SE,Senior ,FT,Full-time,"2,724,149,451.48",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
217,2021,Computer Vision Engineer,EN,Entry ,PT,Part-time,"421,271,324.24",DK,Denmark,-55,-10,DK,Denmark,-55,-10,S,Small,50,Hybrid
218,2021,Data Scientist,MI,Mid ,FT,Full-time,"1,336,070,094.54",DE,Germany,-55,-10,DE,Germany,-55,-10,L,Large ,50,Hybrid
219,2021,Machine Learning Engineer,MI,Mid ,FT,Full-time,"1,305,441,739.24",BE,Belgium,47.5,40.5,BE,Belgium,47.5,40.5,M,Medium ,100,Remote 
220,2021,Data Analytics Manager,SE,Senior ,FT,Full-time,"2,061,518,433.80",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
221,2021,Machine Learning Engineer,MI,Mid ,FT,Full-time,"686,146,962.00",PL,Poland,-61.1333,13.8833,PL,Poland,-61.1333,13.8833,L,Large ,100,Remote 
222,2021,Data Scientist,MI,Mid ,FT,Full-time,"1,721,574,132.34",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,L,Large ,50,Hybrid
223,2021,Data Scientist,MI,Mid ,FT,Full-time,"497,827,315.16",IN,India,34.75,31.5,IN,India,34.75,31.5,M,Medium ,0,On-site
224,2021,Data Scientist,MI,Mid ,FT,Full-time,"828,377,045.72",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,L,Large ,50,Hybrid
225,2021,Machine Learning Scientist,SE,Senior ,FT,Full-time,"3,313,154,718.28",US,United States,166.6,19.2833,CA,Canada,-55,-10,L,Large ,100,Remote 
226,2021,Principal Data Scientist,EX,Executive ,CT,Contract,"6,125,654,774.72",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,100,Remote 
227,2021,Data Scientist,SE,Senior ,FT,Full-time,"1,291,953,641.14",CA,Canada,-55,-10,CA,Canada,-55,-10,S,Small,100,Remote 
228,2021,Data Scientist,MI,Mid ,FT,Full-time,"1,305,441,739.24",DE,Germany,-55,-10,DE,Germany,-55,-10,L,Large ,50,Hybrid
229,2021,Data Scientist,SE,Senior ,FT,Full-time,"1,987,892,867.98",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,0,On-site
230,2021,Data Analyst,SE,Senior ,FT,Full-time,"1,057,058,278.56",CA,Canada,-55,-10,CA,Canada,-55,-10,M,Medium ,100,Remote 
231,2021,Big Data Engineer,EN,Entry ,FT,Full-time,"238,959,465.24",IN,India,34.75,31.5,IN,India,34.75,31.5,L,Large ,100,Remote 
232,2021,ML Engineer,SE,Senior ,FT,Full-time,"3,769,633,707.52",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,100,Remote 
233,2021,Director of Data Engineering,SE,Senior ,FT,Full-time,"2,945,026,334.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
234,2021,Data Analyst,SE,Senior ,FT,Full-time,"2,945,026,334.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
235,2021,Data Architect,MI,Mid ,FT,Full-time,"2,650,523,700.60",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
236,2021,Head of Data Science,MI,Mid ,FT,Full-time,"1,619,764,483.70",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,0,On-site
237,2021,Research Scientist,MI,Mid ,FT,Full-time,"939,610,689.80",CA,Canada,-55,-10,CA,Canada,-55,-10,M,Medium ,100,Remote 
238,2021,Data Scientist,MI,Mid ,FT,Full-time,"689,268,739.14",ES,Spain,30,27,ES,Spain,30,27,M,Medium ,100,Remote 
239,2021,Data Scientist,EN,Entry ,FT,Full-time,"58,900,526.68",VN,Viet Nam,-64.8333,18.3333,VN,Viet Nam,-64.8333,18.3333,M,Medium ,0,On-site
240,2021,Data Engineer,EN,Entry ,FT,Full-time,"318,607,623.70",IN,India,34.75,31.5,IN,India,34.75,31.5,M,Medium ,50,Hybrid
241,2021,Data Scientist,SE,Senior ,FT,Full-time,"1,526,863,623.46",CA,Canada,-55,-10,CA,Canada,-55,-10,L,Large ,100,Remote 
242,2021,Data Analyst,MI,Mid ,FT,Full-time,"1,178,010,533.60",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
243,2021,Data Engineer,MI,Mid ,FT,Full-time,"1,619,764,483.70",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
244,2021,Data Scientist,SE,Senior ,FT,Full-time,"2,429,646,818.08",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
245,2021,AI Scientist,EN,Entry ,FT,Full-time,"265,832,768.08",IN,India,34.75,31.5,AS,American Samoa,45,40,S,Small,100,Remote 
246,2021,Data Engineer,MI,Mid ,FT,Full-time,"1,063,331,257.38",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,L,Large ,50,Hybrid
247,2021,Data Scientist,EN,Entry ,FT,Full-time,"539,572,964.90",FR,France,2,46,FR,France,2,46,L,Large ,50,Hybrid
248,2021,Data Engineer,MI,Mid ,FT,Full-time,"178,218,331.80",TR,Turkey,-2,54,TR,Turkey,-2,54,M,Medium ,0,On-site
249,2021,Data Engineer,SE,Senior ,FT,Full-time,"1,417,765,201.66",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,L,Large ,50,Hybrid
250,2021,Principal Data Analyst,SE,Senior ,FT,Full-time,"2,503,272,383.90",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
251,2021,Data Scientist,MI,Mid ,FT,Full-time,"1,693,390,234.58",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,50,Hybrid
252,2021,Data Scientist,EN,Entry ,FT,Full-time,"1,325,261,850.30",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,100,Remote 
253,2021,Principal Data Engineer,EX,Executive ,FT,Full-time,"8,835,079,002.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
254,2021,Data Scientist,EN,Entry ,FT,Full-time,"418,178,971.64",IN,India,34.75,31.5,IN,India,34.75,31.5,M,Medium ,100,Remote 
255,2021,Data Analyst,MI,Mid ,FT,Full-time,"1,369,437,337.84",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
256,2021,Big Data Architect,SE,Senior ,FT,Full-time,"1,468,139,829.08",CA,Canada,-55,-10,CA,Canada,-55,-10,M,Medium ,50,Hybrid
257,2021,Data Engineer,MI,Mid ,FT,Full-time,"2,945,026,334.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
258,2021,Principal Data Scientist,SE,Senior ,FT,Full-time,"2,558,668,244.30",DE,Germany,-55,-10,DE,Germany,-55,-10,M,Medium ,100,Remote 
259,2021,Machine Learning Engineer,SE,Senior ,FT,Full-time,"2,724,149,451.48",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,50,Hybrid
260,2021,Director of Data Science,EX,Executive ,FT,Full-time,"2,088,700,971.90",DE,Germany,-55,-10,DE,Germany,-55,-10,L,Large ,0,On-site
261,2021,Data Scientist,MI,Mid ,FT,Full-time,"1,914,267,117.10",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,50,Hybrid
262,2021,Data Analyst,SE,Senior ,FT,Full-time,"939,919,925.06",DE,Germany,-55,-10,DE,Germany,-55,-10,L,Large ,50,Hybrid
263,2021,Data Scientist,MI,Mid ,FT,Full-time,"248,913,657.58",IN,India,34.75,31.5,IN,India,34.75,31.5,S,Small,100,Remote 
264,2021,Machine Learning Engineer,SE,Senior ,FT,Full-time,"975,760,865.38",IN,India,34.75,31.5,IN,India,34.75,31.5,L,Large ,0,On-site
265,2021,Data Scientist,MI,Mid ,FT,Full-time,"375,961,974.08",RS,Serbia,-56.3333,46.8333,DE,Germany,-55,-10,S,Small,100,Remote 
266,2021,Lead Data Engineer,SE,Senior ,FT,Full-time,"2,356,021,067.20",PR,Puerto Rico,-56.3333,46.8333,US,United States,166.6,19.2833,S,Small,50,Hybrid
267,2021,Data Engineer,MI,Mid ,FT,Full-time,"1,371,646,028.94",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
268,2021,Data Engineer,MI,Mid ,FT,Full-time,"1,645,901,617.86",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
269,2021,Data Engineer,MI,Mid ,FT,Full-time,"412,539,268.14",TR,Turkey,-2,54,TR,Turkey,-2,54,M,Medium ,100,Remote 
270,2021,Data Engineer,EN,Entry ,FT,Full-time,"957,325,003.12",DE,Germany,-55,-10,DE,Germany,-55,-10,M,Medium ,50,Hybrid
271,2021,Data Engineer,EN,Entry ,FT,Full-time,"1,067,572,092.34",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
272,2021,Computer Vision Engineer,SE,Senior ,FT,Full-time,"278,408,150.26",BR,Brazil,47.5,40.5,BR,Brazil,47.5,40.5,M,Medium ,0,On-site
273,2021,Data Science Consultant,EN,Entry ,FT,Full-time,"1,131,375,968.78",DE,Germany,-55,-10,DE,Germany,-55,-10,L,Large ,0,On-site
274,2021,Machine Learning Engineer,EN,Entry ,FT,Full-time,"1,251,636,284.48",NL,Netherlands,-61.1333,13.8833,DE,Germany,-55,-10,S,Small,100,Remote 
275,2021,Data Scientist,SE,Senior ,FT,Full-time,"1,143,907,121.62",FR,France,2,46,FR,France,2,46,M,Medium ,50,Hybrid
276,2021,Data Scientist,EN,Entry ,FT,Full-time,"1,472,513,167.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
277,2021,Data Scientist,EN,Entry ,FT,Full-time,"854,057,636.86",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,50,Hybrid
278,2021,AI Scientist,SE,Senior ,FT,Full-time,"809,882,334.38",ES,Spain,30,27,ES,Spain,30,27,L,Large ,100,Remote 
279,2021,Data Scientist,SE,Senior ,FT,Full-time,"297,020,559.76",TR,Turkey,-2,54,TR,Turkey,-2,54,L,Large ,50,Hybrid
280,2021,Business Data Analyst,EN,Entry ,FT,Full-time,"870,284,808.02",LU,Luxembourg,105,18,LU,Luxembourg,105,18,L,Large ,100,Remote 
281,2021,Data Engineer,MI,Mid ,FT,Full-time,"1,649,214,747.04",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
282,2021,Research Scientist,EN,Entry ,FT,Full-time,"1,472,513,167.00",JE,Jersey,12.8333,42.8333,CN,China,-55,-10,L,Large ,0,On-site
283,2021,Data Engineer,MI,Mid ,PT,Part-time,"1,026,945,315.36",NL,Netherlands,-61.1333,13.8833,NL,Netherlands,-61.1333,13.8833,L,Large ,100,Remote 
284,2021,Staff Data Scientist,SE,Senior ,CT,Contract,"1,546,138,917.88",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
285,2021,Research Scientist,MI,Mid ,FT,Full-time,"1,030,744,412.10",CZ,Czech Republic,-55,-10,CZ,Czech Republic,-55,-10,L,Large ,50,Hybrid
286,2021,Data Science Manager,SE,Senior ,FT,Full-time,"1,393,954,641.82",IN,India,34.75,31.5,IN,India,34.75,31.5,L,Large ,50,Hybrid
287,2021,Head of Data,SE,Senior ,FT,Full-time,"1,514,317,850.88",SI,Slovenia,159,-8,SI,Slovenia,159,-8,L,Large ,100,Remote 
288,2021,Data Scientist,MI,Mid ,FT,Full-time,"1,605,039,444.56",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,50,Hybrid
289,2021,Machine Learning Engineer,MI,Mid ,FT,Full-time,"751,924,133.22",IT,Italy,12.8333,42.8333,IT,Italy,12.8333,42.8333,L,Large ,50,Hybrid
290,2022,Data Engineer,SE,Senior ,FT,Full-time,"1,987,892,867.98",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
291,2022,Data Analyst,SE,Senior ,FT,Full-time,"2,282,395,501.38",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
292,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,775,850,934.92",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
293,2022,Data Scientist,MI,Mid ,FT,Full-time,"1,914,267,117.10",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
294,2022,Data Scientist,MI,Mid ,FT,Full-time,"1,325,261,850.30",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
295,2022,Data Engineer,MI,Mid ,FT,Full-time,"2,503,272,383.90",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
296,2022,Data Engineer,MI,Mid ,FT,Full-time,"2,208,769,750.50",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
297,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,503,435,952.76",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
298,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,250,163,762.06",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
299,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,011,747,472.10",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
300,2022,Data Scientist,SE,Senior ,FT,Full-time,"1,463,089,171.56",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
301,2022,Data Scientist,SE,Senior ,FT,Full-time,"1,734,458,564.72",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,M,Medium ,0,On-site
302,2022,Data Scientist,SE,Senior ,FT,Full-time,"1,541,750,775.16",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,M,Medium ,0,On-site
303,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,149,869,223.82",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
304,2022,Data Scientist,SE,Senior ,FT,Full-time,"1,811,191,287.94",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
305,2022,Data Engineer,EN,Entry ,FT,Full-time,"770,875,387.58",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,M,Medium ,100,Remote 
306,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,457,788,127.86",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
307,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,708,115,273.72",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
